onset	duration	temperature	ratings	regulate-up/down
1646.216	12.5	43.300000	n/a	n/a
1664.233	11.0	n/a	11.000000	n/a
1682.466	12.5	46.300000	n/a	n/a
1699.485	11.0	n/a	113.000000	n/a
1719.713	12.5	44.300000	n/a	n/a
1736.732	11.0	n/a	12.000000	n/a
1755.962	12.5	45.300000	n/a	n/a
1774.976	11.0	n/a	19.000000	n/a
1792.212	12.5	47.300000	n/a	n/a
1812.24	11.0	n/a	158.000000	n/a
1829.475	12.5	44.300000	n/a	n/a
1849.486	11.0	n/a	106.000000	n/a
1867.719	12.5	46.300000	n/a	n/a
1888.728	11.0	n/a	103.000000	n/a
1907.958	12.5	43.300000	n/a	n/a
1926.988	11.0	n/a	6.000000	n/a
1945.221	12.5	45.300000	n/a	n/a
1963.254	11.0	n/a	13.000000	n/a
1980.49	12.5	43.300000	n/a	n/a
1998.523	11.0	n/a	15.000000	n/a
2014.761	12.5	47.300000	n/a	n/a
2033.775	11.0	n/a	154.000000	n/a
