onset	duration	temperature	ratings	regulate-up/down
1228.217	12.5	46.300000	n/a	n/a
1249.242	11.0	n/a	150.000000	n/a
1267.474	12.5	45.300000	n/a	n/a
1285.491	11.0	n/a	81.000000	n/a
1303.724	12.5	45.300000	n/a	n/a
1323.752	11.0	n/a	16.000000	n/a
1342.982	12.5	44.300000	n/a	n/a
1360.001	11.0	n/a	9.000000	n/a
1380.228	12.5	44.300000	n/a	n/a
1400.24	11.0	n/a	21.000000	n/a
1419.47	12.5	43.300000	n/a	n/a
1436.489	11.0	n/a	2.000000	n/a
1452.711	12.5	43.300000	n/a	n/a
1471.725	11.0	n/a	5.000000	n/a
1489.958	12.5	42.300000	n/a	n/a
1508.988	11.0	n/a	4.000000	n/a
1526.224	12.5	46.300000	n/a	n/a
1544.241	11.0	n/a	121.000000	n/a
1561.476	12.5	46.300000	n/a	n/a
1580.49	11.0	n/a	110.000000	n/a
1598.723	12.5	42.300000	n/a	n/a
1616.756	11.0	n/a	80.000000	n/a
