onset	duration	temperature	ratings	regulate-up/down
1646.216	12.5	45.300000	n/a	n/a
1664.233	11.0	n/a	101.000000	n/a
1684.46	12.5	43.300000	n/a	n/a
1704.488	11.0	n/a	6.000000	n/a
1723.718	12.5	45.300000	n/a	n/a
1741.751	11.0	n/a	85.000000	n/a
1759.984	12.5	44.300000	n/a	n/a
1781.009	11.0	n/a	15.000000	n/a
1797.23	12.5	46.300000	n/a	n/a
1814.233	11.0	n/a	111.000000	n/a
1831.469	12.5	47.300000	n/a	n/a
1849.502	11.0	n/a	112.000000	n/a
1867.735	12.5	43.300000	n/a	n/a
1887.762	11.0	n/a	17.000000	n/a
1905.995	12.5	45.300000	n/a	n/a
1925.009	11.0	n/a	36.000000	n/a
1942.244	12.5	46.300000	n/a	n/a
1961.258	11.0	n/a	102.000000	n/a
1980.488	12.5	47.300000	n/a	n/a
1999.502	11.0	n/a	109.000000	n/a
2017.735	12.5	44.300000	n/a	n/a
2034.754	11.0	n/a	10.000000	n/a
