onset	duration	temperature	ratings	regulate-up/down
1228.216	12.5	46.300000	n/a	n/a
1247.246	11.0	n/a	173.000000	n/a
1265.479	12.5	46.300000	n/a	n/a
1283.496	11.0	n/a	151.000000	n/a
1302.726	12.5	45.300000	n/a	n/a
1319.745	11.0	n/a	94.000000	n/a
1337.978	12.5	44.300000	n/a	n/a
1358.987	11.0	n/a	49.000000	n/a
1379.214	12.5	42.300000	n/a	n/a
1398.244	11.0	n/a	12.000000	n/a
1416.477	12.5	45.300000	n/a	n/a
1436.488	11.0	n/a	106.000000	n/a
1453.724	12.5	44.300000	n/a	n/a
1471.757	11.0	n/a	43.000000	n/a
1488.993	12.5	43.300000	n/a	n/a
1507.026	11.0	n/a	35.000000	n/a
1523.248	12.5	46.300000	n/a	n/a
1542.278	11.0	n/a	131.000000	n/a
1561.508	12.5	42.300000	n/a	n/a
1578.511	11.0	n/a	39.000000	n/a
1596.744	12.5	43.300000	n/a	n/a
1616.755	11.0	n/a	38.000000	n/a
