onset	duration	temperature	ratings	regulate-up/down
2064.216	12.5	44.300000	n/a	n/a
2083.246	11.0	n/a	107.000000	n/a
2102.476	12.5	44.300000	n/a	n/a
2121.49	11.0	n/a	60.000000	n/a
2141.718	12.5	43.300000	n/a	n/a
2162.743	11.0	n/a	22.000000	n/a
2180.975	12.5	46.300000	n/a	n/a
2198.992	11.0	n/a	134.000000	n/a
2215.214	12.5	44.300000	n/a	n/a
2232.233	11.0	n/a	82.000000	n/a
2249.469	12.5	45.300000	n/a	n/a
2267.502	11.0	n/a	105.000000	n/a
2284.738	12.5	47.300000	n/a	n/a
2302.755	11.0	n/a	154.000000	n/a
2321.985	12.5	43.300000	n/a	n/a
2339.004	11.0	n/a	52.000000	n/a
2357.237	12.5	47.300000	n/a	n/a
2377.265	11.0	n/a	165.000000	n/a
2395.497	12.5	45.300000	n/a	n/a
2415.509	11.0	n/a	95.000000	n/a
2432.744	12.5	46.300000	n/a	n/a
2451.758	11.0	n/a	122.000000	n/a
