onset	duration	temperature	ratings	regulate-up/down
428.216	12.5	45.300000	n/a	n/a
448.227	11.0	n/a	132.000000	n/a
466.46	12.5	42.300000	n/a	n/a
486.471	11.0	n/a	53.000000	n/a
503.707	12.5	45.300000	n/a	n/a
522.737	11.0	n/a	103.000000	n/a
541.967	12.5	45.300000	n/a	n/a
559.984	11.0	n/a	83.000000	n/a
579.214	12.5	43.300000	n/a	n/a
600.223	11.0	n/a	10.000000	n/a
618.455	12.5	46.300000	n/a	n/a
636.472	11.0	n/a	118.000000	n/a
654.705	12.5	44.300000	n/a	n/a
671.708	11.0	n/a	44.000000	n/a
688.943	12.5	46.300000	n/a	n/a
705.946	11.0	n/a	120.000000	n/a
722.168	12.5	42.300000	n/a	n/a
740.185	11.0	n/a	4.000000	n/a
760.412	12.5	44.300000	n/a	n/a
779.426	11.0	n/a	65.000000	n/a
796.661	12.5	43.300000	n/a	n/a
815.675	11.0	n/a	5.000000	n/a
