onset	duration	temperature	ratings	regulate-up/down
2864.216	12.5	43.300000	n/a	n/a
2881.235	11.0	n/a	152.000000	n/a
2898.471	12.5	42.300000	n/a	n/a
2918.499	11.0	n/a	45.000000	n/a
2936.731	12.5	44.300000	n/a	n/a
2953.734	11.0	n/a	80.000000	n/a
2973.962	12.5	43.300000	n/a	n/a
2992.992	11.0	n/a	72.000000	n/a
3011.225	12.5	45.300000	n/a	n/a
3029.258	11.0	n/a	115.000000	n/a
3046.494	12.5	46.300000	n/a	n/a
3066.522	11.0	n/a	177.000000	n/a
3082.743	12.5	43.300000	n/a	n/a
3101.757	11.0	n/a	69.000000	n/a
3119.99	12.5	42.300000	n/a	n/a
3138.007	11.0	n/a	45.000000	n/a
3156.24	12.5	45.300000	n/a	n/a
3175.27	11.0	n/a	105.000000	n/a
3194.5	12.5	46.300000	n/a	n/a
3212.517	11.0	n/a	170.000000	n/a
3229.753	12.5	44.300000	n/a	n/a
3250.778	11.0	n/a	26.000000	n/a
