onset	duration	temperature	ratings	regulate-up/down
1228.216	12.5	46.300000	n/a	n/a
1246.249	11.0	n/a	140.000000	n/a
1264.482	12.5	46.300000	n/a	n/a
1282.499	11.0	n/a	130.000000	n/a
1299.734	12.5	43.300000	n/a	n/a
1319.762	11.0	n/a	15.000000	n/a
1337.994	12.5	46.300000	n/a	n/a
1354.997	11.0	n/a	123.000000	n/a
1374.227	12.5	45.300000	n/a	n/a
1393.241	11.0	n/a	115.000000	n/a
1411.474	12.5	43.300000	n/a	n/a
1430.504	11.0	n/a	11.000000	n/a
1446.726	12.5	42.300000	n/a	n/a
1466.737	11.0	n/a	11.000000	n/a
1486.964	12.5	42.300000	n/a	n/a
1505.978	11.0	n/a	8.000000	n/a
1524.211	12.5	44.300000	n/a	n/a
1542.244	11.0	n/a	5.000000	n/a
1561.474	12.5	44.300000	n/a	n/a
1578.477	11.0	n/a	15.000000	n/a
1595.713	12.5	45.300000	n/a	n/a
1616.738	11.0	n/a	11.000000	n/a
