onset	duration	temperature	ratings	regulate-up/down
3282.216	12.5	42.300000	n/a	n/a
3301.23	11.0	n/a	122.000000	n/a
3319.463	12.5	46.300000	n/a	n/a
3339.491	11.0	n/a	142.000000	n/a
3356.726	12.5	45.300000	n/a	n/a
3375.74	11.0	n/a	115.000000	n/a
3391.962	12.5	45.300000	n/a	n/a
3409.995	11.0	n/a	120.000000	n/a
3428.228	12.5	42.300000	n/a	n/a
3446.261	11.0	n/a	25.000000	n/a
3465.491	12.5	43.300000	n/a	n/a
3484.521	11.0	n/a	15.000000	n/a
3502.754	12.5	44.300000	n/a	n/a
3520.771	11.0	n/a	36.000000	n/a
3540.001	12.5	44.300000	n/a	n/a
3557.02	11.0	n/a	17.000000	n/a
3574.256	12.5	42.300000	n/a	n/a
3594.283	11.0	n/a	15.000000	n/a
3614.511	12.5	46.300000	n/a	n/a
3631.53	11.0	n/a	130.000000	n/a
3648.766	12.5	43.300000	n/a	n/a
3669.791	11.0	n/a	19.000000	n/a
