onset	duration	temperature	ratings	regulate-up/down
2864.216	12.5	43.300000	n/a	n/a
2883.246	11.0	n/a	25.000000	n/a
2901.479	12.5	44.300000	n/a	n/a
2918.498	11.0	n/a	122.000000	n/a
2936.731	12.5	43.300000	n/a	n/a
2955.745	11.0	n/a	15.000000	n/a
2972.981	12.5	45.300000	n/a	n/a
2990.0	11.0	n/a	118.000000	n/a
3008.233	12.5	42.300000	n/a	n/a
3026.266	11.0	n/a	15.000000	n/a
3044.499	12.5	42.300000	n/a	n/a
3064.526	11.0	n/a	15.000000	n/a
3081.762	12.5	43.300000	n/a	n/a
3099.795	11.0	n/a	25.000000	n/a
3117.031	12.5	45.300000	n/a	n/a
3136.061	11.0	n/a	117.000000	n/a
3152.283	12.5	46.300000	n/a	n/a
3173.308	11.0	n/a	150.000000	n/a
3192.538	12.5	46.300000	n/a	n/a
3210.571	11.0	n/a	147.000000	n/a
3230.798	12.5	44.300000	n/a	n/a
3250.809	11.0	n/a	25.000000	n/a
