onset	duration	temperature	ratings	regulate-up/down
1646.216	12.5	43.300000	n/a	n/a
1664.249	11.0	n/a	20.000000	n/a
1682.482	12.5	47.300000	n/a	n/a
1699.501	11.0	n/a	150.000000	n/a
1719.728	12.5	46.300000	n/a	n/a
1739.739	11.0	n/a	128.000000	n/a
1758.969	12.5	46.300000	n/a	n/a
1777.983	11.0	n/a	125.000000	n/a
1797.213	12.5	43.300000	n/a	n/a
1817.224	11.0	n/a	15.000000	n/a
1834.46	12.5	44.300000	n/a	n/a
1852.493	11.0	n/a	25.000000	n/a
1869.729	12.5	45.300000	n/a	n/a
1888.759	11.0	n/a	31.000000	n/a
1905.995	12.5	45.300000	n/a	n/a
1923.014	11.0	n/a	26.000000	n/a
1941.247	12.5	43.300000	n/a	n/a
1960.277	11.0	n/a	15.000000	n/a
1976.499	12.5	47.300000	n/a	n/a
1994.516	11.0	n/a	145.000000	n/a
2012.748	12.5	44.300000	n/a	n/a
2033.757	11.0	n/a	15.000000	n/a
