onset	duration	temperature	ratings	regulate-up/down
2864.216	12.5	43.300000	n/a	n/a
2882.233	11.0	n/a	118.000000	n/a
2899.469	12.5	42.300000	n/a	n/a
2918.499	11.0	n/a	62.000000	n/a
2937.73	12.5	43.300000	n/a	n/a
2955.763	11.0	n/a	90.000000	n/a
2973.996	12.5	43.300000	n/a	n/a
2991.015	11.0	n/a	55.000000	n/a
3009.248	12.5	45.300000	n/a	n/a
3030.257	11.0	n/a	140.000000	n/a
3048.49	12.5	44.300000	n/a	n/a
3068.517	11.0	n/a	31.000000	n/a
3087.748	12.5	42.300000	n/a	n/a
3104.767	11.0	n/a	39.000000	n/a
3123.0	12.5	46.300000	n/a	n/a
3141.033	11.0	n/a	184.000000	n/a
3158.269	12.5	46.300000	n/a	n/a
3177.283	11.0	n/a	177.000000	n/a
3197.51	12.5	45.300000	n/a	n/a
3217.522	11.0	n/a	158.000000	n/a
3233.743	12.5	45.300000	n/a	n/a
3252.757	11.0	n/a	124.000000	n/a
