onset	duration	temperature	ratings	regulate-up/down
1646.216	12.5	45.300000	n/a	n/a
1667.241	11.0	n/a	115.000000	n/a
1686.471	12.5	45.300000	n/a	n/a
1704.504	11.0	n/a	20.000000	n/a
1722.737	12.5	43.300000	n/a	n/a
1741.751	11.0	n/a	10.000000	n/a
1760.981	12.5	46.300000	n/a	n/a
1779.014	11.0	n/a	110.000000	n/a
1797.247	12.5	44.300000	n/a	n/a
1814.25	11.0	n/a	5.000000	n/a
1831.486	12.5	44.300000	n/a	n/a
1851.513	11.0	n/a	7.000000	n/a
1869.746	12.5	45.300000	n/a	n/a
1888.76	11.0	n/a	10.000000	n/a
1906.993	12.5	46.300000	n/a	n/a
1926.023	11.0	n/a	120.000000	n/a
1943.259	12.5	43.300000	n/a	n/a
1961.276	11.0	n/a	5.000000	n/a
1978.511	12.5	47.300000	n/a	n/a
1998.522	11.0	n/a	130.000000	n/a
2018.75	12.5	47.300000	n/a	n/a
2035.769	11.0	n/a	120.000000	n/a
