onset	duration	temperature	ratings	regulate-up/down
428.216	12.5	45.300000	n/a	n/a
448.227	11.0	n/a	120.000000	n/a
464.449	12.5	44.300000	n/a	n/a
482.482	11.0	n/a	110.000000	n/a
500.715	12.5	46.300000	n/a	n/a
518.732	11.0	n/a	125.000000	n/a
536.965	12.5	45.300000	n/a	n/a
553.984	11.0	n/a	105.000000	n/a
571.22	12.5	45.300000	n/a	n/a
590.25	11.0	n/a	103.000000	n/a
607.486	12.5	42.300000	n/a	n/a
628.511	11.0	n/a	20.000000	n/a
646.744	12.5	46.300000	n/a	n/a
665.774	11.0	n/a	120.000000	n/a
683.01	12.5	44.300000	n/a	n/a
703.038	11.0	n/a	20.000000	n/a
722.268	12.5	43.300000	n/a	n/a
741.298	11.0	n/a	10.000000	n/a
759.531	12.5	42.300000	n/a	n/a
777.564	11.0	n/a	15.000000	n/a
797.792	12.5	43.300000	n/a	n/a
814.811	11.0	n/a	20.000000	n/a
