onset	duration	temperature	ratings	regulate-up/down
2064.217	12.5	44.300000	n/a	n/a
2083.247	11.0	n/a	114.000000	n/a
2101.48	12.5	45.300000	n/a	n/a
2119.497	11.0	n/a	109.000000	n/a
2137.73	12.5	47.300000	n/a	n/a
2156.76	11.0	n/a	124.000000	n/a
2174.993	12.5	46.300000	n/a	n/a
2195.004	11.0	n/a	122.000000	n/a
2212.24	12.5	45.300000	n/a	n/a
2231.254	11.0	n/a	102.000000	n/a
2248.49	12.5	43.300000	n/a	n/a
2266.523	11.0	n/a	88.000000	n/a
2285.753	12.5	44.300000	n/a	n/a
2305.764	11.0	n/a	104.000000	n/a
2325.992	12.5	44.300000	n/a	n/a
2343.011	11.0	n/a	105.000000	n/a
2361.244	12.5	47.300000	n/a	n/a
2382.253	11.0	n/a	126.000000	n/a
2401.483	12.5	43.300000	n/a	n/a
2419.516	11.0	n/a	106.000000	n/a
2436.752	12.5	46.300000	n/a	n/a
2453.771	11.0	n/a	109.000000	n/a
