onset	duration	temperature	ratings	regulate-up/down
1646.216	12.5	45.300000	n/a	n/a
1665.246	11.0	n/a	155.000000	n/a
1684.477	12.5	46.300000	n/a	n/a
1702.51	11.0	n/a	170.000000	n/a
1722.737	12.5	47.300000	n/a	n/a
1742.748	11.0	n/a	180.000000	n/a
1760.981	12.5	44.300000	n/a	n/a
1778.998	11.0	n/a	10.000000	n/a
1796.233	12.5	45.300000	n/a	n/a
1814.25	11.0	n/a	110.000000	n/a
1832.483	12.5	46.300000	n/a	n/a
1849.486	11.0	n/a	150.000000	n/a
1868.716	12.5	44.300000	n/a	n/a
1887.746	11.0	n/a	30.000000	n/a
1903.968	12.5	45.300000	n/a	n/a
1923.979	11.0	n/a	120.000000	n/a
1941.215	12.5	43.300000	n/a	n/a
1962.24	11.0	n/a	60.000000	n/a
1979.475	12.5	43.300000	n/a	n/a
1998.489	11.0	n/a	2.000000	n/a
2016.722	12.5	47.300000	n/a	n/a
2033.725	11.0	n/a	180.000000	n/a
