onset	duration	temperature	ratings	regulate-up/down
2864.217	12.5	43.300000	n/a	n/a
2881.236	11.0	n/a	108.000000	n/a
2899.469	12.5	44.300000	n/a	n/a
2920.477	11.0	n/a	106.000000	n/a
2937.713	12.5	46.300000	n/a	n/a
2955.73	11.0	n/a	115.000000	n/a
2973.963	12.5	45.300000	n/a	n/a
2992.993	11.0	n/a	102.000000	n/a
3010.229	12.5	44.300000	n/a	n/a
3027.232	11.0	n/a	76.000000	n/a
3045.465	12.5	42.300000	n/a	n/a
3063.482	11.0	n/a	48.000000	n/a
3079.703	12.5	43.300000	n/a	n/a
3099.715	11.0	n/a	61.000000	n/a
3116.95	12.5	43.300000	n/a	n/a
3136.961	11.0	n/a	68.000000	n/a
3156.192	12.5	46.300000	n/a	n/a
3174.225	11.0	n/a	112.000000	n/a
3192.458	12.5	42.300000	n/a	n/a
3211.488	11.0	n/a	88.000000	n/a
3230.719	12.5	45.300000	n/a	n/a
3249.749	11.0	n/a	78.000000	n/a
