onset	duration	temperature	ratings	regulate-up/down
428.216	12.5	45.300000	n/a	n/a
447.23	11.0	n/a	171.000000	n/a
465.463	12.5	44.300000	n/a	n/a
486.472	11.0	n/a	161.000000	n/a
503.707	12.5	44.300000	n/a	n/a
520.71	11.0	n/a	157.000000	n/a
540.937	12.5	46.300000	n/a	n/a
560.948	11.0	n/a	177.000000	n/a
578.184	12.5	45.300000	n/a	n/a
596.201	11.0	n/a	159.000000	n/a
613.436	12.5	43.300000	n/a	n/a
631.453	11.0	n/a	152.000000	n/a
649.686	12.5	43.300000	n/a	n/a
667.719	11.0	n/a	136.000000	n/a
685.952	12.5	46.300000	n/a	n/a
705.963	11.0	n/a	167.000000	n/a
722.185	12.5	42.300000	n/a	n/a
741.215	11.0	n/a	44.000000	n/a
760.445	12.5	42.300000	n/a	n/a
777.448	11.0	n/a	138.000000	n/a
796.678	12.5	45.300000	n/a	n/a
815.692	11.0	n/a	120.000000	n/a
