onset	duration	temperature	ratings	regulate-up/down
428.217	12.5	45.300000	n/a	n/a
447.247	11.0	n/a	193.000000	n/a
466.477	12.5	45.300000	n/a	n/a
485.491	11.0	n/a	160.000000	n/a
503.724	12.5	46.300000	n/a	n/a
520.727	11.0	n/a	188.000000	n/a
536.949	12.5	42.300000	n/a	n/a
553.952	11.0	n/a	140.000000	n/a
572.185	12.5	43.300000	n/a	n/a
593.21	11.0	n/a	145.000000	n/a
611.443	12.5	44.300000	n/a	n/a
630.473	11.0	n/a	160.000000	n/a
648.706	12.5	43.300000	n/a	n/a
666.723	11.0	n/a	160.000000	n/a
683.959	12.5	42.300000	n/a	n/a
701.992	11.0	n/a	135.000000	n/a
722.219	12.5	46.300000	n/a	n/a
742.231	11.0	n/a	194.000000	n/a
761.461	12.5	44.300000	n/a	n/a
779.494	11.0	n/a	152.000000	n/a
796.73	12.5	45.300000	n/a	n/a
816.758	11.0	n/a	171.000000	n/a
