onset	duration	temperature	ratings	regulate-up/down
1646.217	12.5	45.300000	n/a	n/a
1664.25	11.0	n/a	193.000000	n/a
1683.48	12.5	46.300000	n/a	n/a
1701.497	11.0	n/a	192.000000	n/a
1719.73	12.5	45.300000	n/a	n/a
1740.755	11.0	n/a	170.000000	n/a
1756.977	12.5	47.300000	n/a	n/a
1776.007	11.0	n/a	197.000000	n/a
1794.24	12.5	43.300000	n/a	n/a
1813.254	11.0	n/a	110.000000	n/a
1830.49	12.5	45.300000	n/a	n/a
1850.518	11.0	n/a	135.000000	n/a
1868.75	12.5	43.300000	n/a	n/a
1885.753	11.0	n/a	125.000000	n/a
1905.981	12.5	44.300000	n/a	n/a
1923.0	11.0	n/a	135.000000	n/a
1941.233	12.5	46.300000	n/a	n/a
1960.247	11.0	n/a	185.000000	n/a
1979.477	12.5	44.300000	n/a	n/a
1997.494	11.0	n/a	135.000000	n/a
2014.73	12.5	47.300000	n/a	n/a
2034.758	11.0	n/a	199.000000	n/a
