onset	duration	temperature	ratings	regulate-up/down
428.216	12.5	45.300000	n/a	n/a
446.249	11.0	n/a	145.000000	n/a
465.479	12.5	45.300000	n/a	n/a
482.498	11.0	n/a	140.000000	n/a
500.731	12.5	42.300000	n/a	n/a
518.764	11.0	n/a	60.000000	n/a
536.0	12.5	45.300000	n/a	n/a
555.03	11.0	n/a	110.000000	n/a
572.265	12.5	43.300000	n/a	n/a
592.276	11.0	n/a	60.000000	n/a
610.509	12.5	44.300000	n/a	n/a
629.523	11.0	n/a	106.000000	n/a
647.756	12.5	42.300000	n/a	n/a
666.786	11.0	n/a	52.000000	n/a
684.022	12.5	46.300000	n/a	n/a
702.055	11.0	n/a	149.000000	n/a
720.287	12.5	43.300000	n/a	n/a
740.298	11.0	n/a	106.000000	n/a
756.52	12.5	46.300000	n/a	n/a
773.523	11.0	n/a	145.000000	n/a
792.753	12.5	44.300000	n/a	n/a
813.778	11.0	n/a	107.000000	n/a
