onset	duration	temperature	ratings	regulate-up/down
3282.216	12.5	44.300000	n/a	n/a
3301.23	11.0	n/a	127.000000	n/a
3320.46	12.5	45.300000	n/a	n/a
3337.463	11.0	n/a	133.000000	n/a
3357.69	12.5	44.300000	n/a	n/a
3375.707	11.0	n/a	90.000000	n/a
3393.939	12.5	46.300000	n/a	n/a
3414.948	11.0	n/a	143.000000	n/a
3432.183	12.5	45.300000	n/a	n/a
3452.211	11.0	n/a	108.000000	n/a
3471.441	12.5	43.300000	n/a	n/a
3489.474	11.0	n/a	101.000000	n/a
3507.707	12.5	46.300000	n/a	n/a
3527.734	11.0	n/a	145.000000	n/a
3544.97	12.5	42.300000	n/a	n/a
3561.989	11.0	n/a	73.000000	n/a
3580.222	12.5	44.300000	n/a	n/a
3599.252	11.0	n/a	116.000000	n/a
3617.485	12.5	43.300000	n/a	n/a
3635.518	11.0	n/a	100.000000	n/a
3652.753	12.5	42.300000	n/a	n/a
3671.767	11.0	n/a	92.000000	n/a
