onset	duration	temperature	ratings	regulate-up/down
1646.216	12.5	43.300000	n/a	n/a
1665.246	11.0	n/a	113.000000	n/a
1683.479	12.5	44.300000	n/a	n/a
1701.512	11.0	n/a	108.000000	n/a
1720.742	12.5	46.300000	n/a	n/a
1737.745	11.0	n/a	147.000000	n/a
1753.966	12.5	46.300000	n/a	n/a
1770.969	11.0	n/a	156.000000	n/a
1789.202	12.5	47.300000	n/a	n/a
1807.235	11.0	n/a	177.000000	n/a
1825.468	12.5	47.300000	n/a	n/a
1846.493	11.0	n/a	185.000000	n/a
1866.72	12.5	43.300000	n/a	n/a
1884.753	11.0	n/a	108.000000	n/a
1903.983	12.5	43.300000	n/a	n/a
1924.011	11.0	n/a	114.000000	n/a
1942.243	12.5	45.300000	n/a	n/a
1961.257	11.0	n/a	127.000000	n/a
1978.492	12.5	45.300000	n/a	n/a
1998.504	11.0	n/a	134.000000	n/a
2015.739	12.5	44.300000	n/a	n/a
2034.769	11.0	n/a	115.000000	n/a
