onset	duration	temperature	ratings	regulate-up/down
2064.216	12.5	44.300000	n/a	n/a
2081.235	11.0	n/a	120.000000	n/a
2100.465	12.5	43.300000	n/a	n/a
2120.476	11.0	n/a	90.000000	n/a
2136.698	12.5	45.300000	n/a	n/a
2153.701	11.0	n/a	120.000000	n/a
2172.931	12.5	46.300000	n/a	n/a
2190.948	11.0	n/a	130.000000	n/a
2209.181	12.5	44.300000	n/a	n/a
2228.211	11.0	n/a	105.000000	n/a
2245.447	12.5	43.300000	n/a	n/a
2263.48	11.0	n/a	100.000000	n/a
2283.707	12.5	46.300000	n/a	n/a
2302.721	11.0	n/a	130.000000	n/a
2319.957	12.5	47.300000	n/a	n/a
2337.974	11.0	n/a	135.000000	n/a
2356.206	12.5	44.300000	n/a	n/a
2377.215	11.0	n/a	120.000000	n/a
2395.448	12.5	45.300000	n/a	n/a
2415.475	11.0	n/a	115.000000	n/a
2432.711	12.5	47.300000	n/a	n/a
2451.741	11.0	n/a	135.000000	n/a
