onset	duration	temperature	ratings	regulate-up/down
2864.217	12.5	43.300000	n/a	n/a
2883.247	11.0	n/a	115.000000	n/a
2901.48	12.5	42.300000	n/a	n/a
2921.491	11.0	n/a	102.000000	n/a
2939.724	12.5	44.300000	n/a	n/a
2958.738	11.0	n/a	110.000000	n/a
2978.965	12.5	45.300000	n/a	n/a
2996.982	11.0	n/a	120.000000	n/a
3015.215	12.5	43.300000	n/a	n/a
3034.245	11.0	n/a	105.000000	n/a
3050.467	12.5	42.300000	n/a	n/a
3071.475	11.0	n/a	89.000000	n/a
3090.705	12.5	45.300000	n/a	n/a
3110.717	11.0	n/a	105.000000	n/a
3129.947	12.5	46.300000	n/a	n/a
3147.98	11.0	n/a	130.000000	n/a
3166.213	12.5	43.300000	n/a	n/a
3183.232	11.0	n/a	95.000000	n/a
3200.468	12.5	44.300000	n/a	n/a
3218.501	11.0	n/a	105.000000	n/a
3235.737	12.5	46.300000	n/a	n/a
3252.756	11.0	n/a	125.000000	n/a
