onset	duration	temperature	ratings	regulate-up/down
428.216	12.5	45.300000	n/a	n/a
449.241	11.0	n/a	137.000000	n/a
467.473	12.5	43.300000	n/a	n/a
485.49	11.0	n/a	25.000000	n/a
503.723	12.5	42.300000	n/a	n/a
522.753	11.0	n/a	38.000000	n/a
539.989	12.5	43.300000	n/a	n/a
559.019	11.0	n/a	120.000000	n/a
579.247	12.5	45.300000	n/a	n/a
598.277	11.0	n/a	119.000000	n/a
616.51	12.5	45.300000	n/a	n/a
634.543	11.0	n/a	125.000000	n/a
653.773	12.5	44.300000	n/a	n/a
673.784	11.0	n/a	111.000000	n/a
691.02	12.5	44.300000	n/a	n/a
709.053	11.0	n/a	115.000000	n/a
727.286	12.5	46.300000	n/a	n/a
744.305	11.0	n/a	155.000000	n/a
763.535	12.5	46.300000	n/a	n/a
783.546	11.0	n/a	161.000000	n/a
799.768	12.5	42.300000	n/a	n/a
816.787	11.0	n/a	140.000000	n/a
