onset	duration	temperature	ratings	regulate-up/down
2864.216	12.5	43.300000	n/a	n/a
2884.227	11.0	n/a	121.000000	n/a
2902.46	12.5	44.300000	n/a	n/a
2921.49	11.0	n/a	120.000000	n/a
2938.726	12.5	43.300000	n/a	n/a
2959.734	11.0	n/a	29.000000	n/a
2976.97	12.5	42.300000	n/a	n/a
2993.989	11.0	n/a	26.000000	n/a
3012.222	12.5	45.300000	n/a	n/a
3030.239	11.0	n/a	151.000000	n/a
3049.469	12.5	46.300000	n/a	n/a
3068.499	11.0	n/a	170.000000	n/a
3088.726	12.5	43.300000	n/a	n/a
3107.74	11.0	n/a	118.000000	n/a
3126.97	12.5	44.300000	n/a	n/a
3144.987	11.0	n/a	140.000000	n/a
3163.22	12.5	42.300000	n/a	n/a
3181.253	11.0	n/a	113.000000	n/a
3197.474	12.5	46.300000	n/a	n/a
3217.486	11.0	n/a	167.000000	n/a
3234.721	12.5	45.300000	n/a	n/a
3251.724	11.0	n/a	152.000000	n/a
