onset	duration	temperature	ratings	regulate-up/down
1646.216	12.5	47.300000	n/a	n/a
1664.233	11.0	n/a	178.000000	n/a
1681.468	12.5	47.300000	n/a	n/a
1698.471	11.0	n/a	179.000000	n/a
1716.704	12.5	44.300000	n/a	n/a
1736.715	11.0	n/a	136.000000	n/a
1754.948	12.5	44.300000	n/a	n/a
1772.981	11.0	n/a	132.000000	n/a
1792.211	12.5	46.300000	n/a	n/a
1813.219	11.0	n/a	165.000000	n/a
1829.441	12.5	43.300000	n/a	n/a
1849.452	11.0	n/a	35.000000	n/a
1867.685	12.5	47.300000	n/a	n/a
1886.715	11.0	n/a	179.000000	n/a
1903.951	12.5	45.300000	n/a	n/a
1922.981	11.0	n/a	155.000000	n/a
1943.209	12.5	46.300000	n/a	n/a
1962.239	11.0	n/a	165.000000	n/a
1980.472	12.5	43.300000	n/a	n/a
1998.505	11.0	n/a	153.000000	n/a
2015.741	12.5	45.300000	n/a	n/a
2032.76	11.0	n/a	154.000000	n/a
