onset	duration	temperature	ratings	regulate-up/down
1228.217	12.5	46.300000	n/a	n/a
1245.236	11.0	n/a	130.000000	n/a
1262.472	12.5	45.300000	n/a	n/a
1281.502	11.0	n/a	105.000000	n/a
1298.738	12.5	46.300000	n/a	n/a
1315.757	11.0	n/a	115.000000	n/a
1334.987	12.5	43.300000	n/a	n/a
1354.001	11.0	n/a	20.000000	n/a
1371.237	12.5	44.300000	n/a	n/a
1389.27	11.0	n/a	15.000000	n/a
1407.503	12.5	44.300000	n/a	n/a
1426.517	11.0	n/a	15.000000	n/a
1444.75	12.5	43.300000	n/a	n/a
1462.783	11.0	n/a	10.000000	n/a
1481.016	12.5	45.300000	n/a	n/a
1502.041	11.0	n/a	25.000000	n/a
1518.263	12.5	46.300000	n/a	n/a
1536.296	11.0	n/a	115.000000	n/a
1556.523	12.5	42.300000	n/a	n/a
1576.534	11.0	n/a	5.000000	n/a
1595.764	12.5	42.300000	n/a	n/a
1615.776	11.0	n/a	4.000000	n/a
