onset	duration	temperature	ratings	regulate-up/down
2064.217	12.5	44.300000	n/a	n/a
2084.244	11.0	n/a	50.000000	n/a
2102.477	12.5	46.300000	n/a	n/a
2121.491	11.0	n/a	120.000000	n/a
2139.724	12.5	45.300000	n/a	n/a
2157.741	11.0	n/a	110.000000	n/a
2173.963	12.5	47.300000	n/a	n/a
2190.982	11.0	n/a	180.000000	n/a
2208.218	12.5	46.300000	n/a	n/a
2227.248	11.0	n/a	161.000000	n/a
2245.481	12.5	45.300000	n/a	n/a
2263.498	11.0	n/a	120.000000	n/a
2281.731	12.5	43.300000	n/a	n/a
2298.734	11.0	n/a	5.000000	n/a
2318.961	12.5	47.300000	n/a	n/a
2336.978	11.0	n/a	165.000000	n/a
2354.214	12.5	44.300000	n/a	n/a
2374.241	11.0	n/a	40.000000	n/a
2393.472	12.5	44.300000	n/a	n/a
2414.497	11.0	n/a	60.000000	n/a
2431.732	12.5	43.300000	n/a	n/a
2450.746	11.0	n/a	40.000000	n/a
