onset	duration	temperature	ratings	regulate-up/down
1228.216	12.5	42.300000	n/a	n/a
1247.247	11.0	n/a	60.000000	n/a
1266.477	12.5	46.300000	n/a	n/a
1285.507	11.0	n/a	140.000000	n/a
1302.743	12.5	42.300000	n/a	n/a
1323.768	11.0	n/a	50.000000	n/a
1341.004	12.5	45.300000	n/a	n/a
1359.037	11.0	n/a	81.000000	n/a
1375.259	12.5	46.300000	n/a	n/a
1392.278	11.0	n/a	126.000000	n/a
1409.514	12.5	44.300000	n/a	n/a
1428.528	11.0	n/a	75.000000	n/a
1448.755	12.5	45.300000	n/a	n/a
1466.772	11.0	n/a	60.000000	n/a
1485.005	12.5	42.300000	n/a	n/a
1505.016	11.0	n/a	15.000000	n/a
1523.249	12.5	43.300000	n/a	n/a
1541.266	11.0	n/a	80.000000	n/a
1560.496	12.5	43.300000	n/a	n/a
1577.499	11.0	n/a	60.000000	n/a
1595.732	12.5	44.300000	n/a	n/a
1615.76	11.0	n/a	50.000000	n/a
