onset	duration	temperature	ratings	regulate-up/down
2864.216	12.5	43.300000	n/a	n/a
2884.244	11.0	n/a	50.000000	n/a
2902.477	12.5	45.300000	n/a	n/a
2923.502	11.0	n/a	80.000000	n/a
2941.734	12.5	44.300000	n/a	n/a
2958.737	11.0	n/a	60.000000	n/a
2978.965	12.5	46.300000	n/a	n/a
2998.993	11.0	n/a	110.000000	n/a
3016.228	12.5	45.300000	n/a	n/a
3034.245	11.0	n/a	40.000000	n/a
3052.478	12.5	44.300000	n/a	n/a
3070.495	11.0	n/a	30.000000	n/a
3087.73	12.5	42.300000	n/a	n/a
3106.744	11.0	n/a	5.000000	n/a
3125.974	12.5	46.300000	n/a	n/a
3144.988	11.0	n/a	110.000000	n/a
3161.21	12.5	43.300000	n/a	n/a
3179.227	11.0	n/a	3.000000	n/a
3197.46	12.5	43.300000	n/a	n/a
3214.479	11.0	n/a	5.000000	n/a
3231.715	12.5	42.300000	n/a	n/a
3250.729	11.0	n/a	15.000000	n/a
