onset	duration	temperature	ratings	regulate-up/down
2864.216	12.5	43.300000	n/a	n/a
2882.233	11.0	n/a	106.000000	n/a
2900.466	12.5	43.300000	n/a	n/a
2917.485	11.0	n/a	105.000000	n/a
2933.708	12.5	42.300000	n/a	n/a
2952.738	11.0	n/a	3.000000	n/a
2970.97	12.5	46.300000	n/a	n/a
2989.984	11.0	n/a	110.000000	n/a
3007.22	12.5	46.300000	n/a	n/a
3025.253	11.0	n/a	111.000000	n/a
3043.486	12.5	44.300000	n/a	n/a
3064.494	11.0	n/a	2.000000	n/a
3081.73	12.5	44.300000	n/a	n/a
3098.733	11.0	n/a	3.000000	n/a
3117.963	12.5	45.300000	n/a	n/a
3135.996	11.0	n/a	106.000000	n/a
3155.226	12.5	45.300000	n/a	n/a
3175.237	11.0	n/a	106.000000	n/a
3193.47	12.5	42.300000	n/a	n/a
3213.481	11.0	n/a	3.000000	n/a
3230.717	12.5	43.300000	n/a	n/a
3249.731	11.0	n/a	103.000000	n/a
