onset	duration	temperature	ratings	regulate-up/down
2864.216	12.5	43.300000	n/a	n/a
2882.233	11.0	n/a	109.000000	n/a
2900.466	12.5	42.300000	n/a	n/a
2921.491	11.0	n/a	9.000000	n/a
2939.723	12.5	43.300000	n/a	n/a
2958.737	11.0	n/a	9.000000	n/a
2977.967	12.5	45.300000	n/a	n/a
2997.979	11.0	n/a	110.000000	n/a
3016.211	12.5	43.300000	n/a	n/a
3036.223	11.0	n/a	50.000000	n/a
3053.458	12.5	44.300000	n/a	n/a
3071.475	11.0	n/a	60.000000	n/a
3088.71	12.5	44.300000	n/a	n/a
3106.727	11.0	n/a	84.000000	n/a
3123.963	12.5	42.300000	n/a	n/a
3140.982	11.0	n/a	9.000000	n/a
3157.204	12.5	46.300000	n/a	n/a
3174.223	11.0	n/a	131.000000	n/a
3193.453	12.5	46.300000	n/a	n/a
3212.467	11.0	n/a	130.000000	n/a
3230.7	12.5	45.300000	n/a	n/a
3249.714	11.0	n/a	120.000000	n/a
