onset	duration	temperature	ratings	regulate-up/down
428.216	12.5	45.300000	n/a	n/a
446.233	11.0	n/a	155.000000	n/a
463.469	12.5	46.300000	n/a	n/a
483.496	11.0	n/a	164.000000	n/a
499.719	12.5	42.300000	n/a	n/a
516.738	11.0	n/a	75.000000	n/a
533.973	12.5	46.300000	n/a	n/a
550.976	11.0	n/a	140.000000	n/a
569.209	12.5	43.300000	n/a	n/a
588.239	11.0	n/a	49.000000	n/a
606.472	12.5	45.300000	n/a	n/a
625.486	11.0	n/a	105.000000	n/a
644.716	12.5	45.300000	n/a	n/a
664.727	11.0	n/a	85.000000	n/a
682.96	12.5	42.300000	n/a	n/a
700.977	11.0	n/a	27.000000	n/a
718.212	12.5	44.300000	n/a	n/a
739.221	11.0	n/a	47.000000	n/a
758.451	12.5	43.300000	n/a	n/a
777.465	11.0	n/a	20.000000	n/a
797.692	12.5	44.300000	n/a	n/a
815.709	11.0	n/a	85.000000	n/a
