onset	duration	temperature	ratings	regulate-up/down
2064.216	12.5	44.300000	n/a	n/a
2083.23	11.0	n/a	125.000000	n/a
2101.463	12.5	43.300000	n/a	n/a
2121.474	11.0	n/a	37.000000	n/a
2139.707	12.5	45.300000	n/a	n/a
2157.724	11.0	n/a	104.000000	n/a
2174.959	12.5	44.300000	n/a	n/a
2195.968	11.0	n/a	20.000000	n/a
2215.198	12.5	47.300000	n/a	n/a
2232.217	11.0	n/a	157.000000	n/a
2248.439	12.5	47.300000	n/a	n/a
2266.456	11.0	n/a	159.000000	n/a
2284.689	12.5	45.300000	n/a	n/a
2302.722	11.0	n/a	52.000000	n/a
2319.957	12.5	43.300000	n/a	n/a
2336.96	11.0	n/a	5.000000	n/a
2354.196	12.5	44.300000	n/a	n/a
2373.226	11.0	n/a	0.000000	n/a
2393.454	12.5	46.300000	n/a	n/a
2413.482	11.0	n/a	120.000000	n/a
2432.712	12.5	46.300000	n/a	n/a
2451.742	11.0	n/a	115.000000	n/a
