onset	duration	temperature	ratings	regulate-up/down
1228.216	12.5	42.300000	n/a	n/a
1246.233	11.0	n/a	48.000000	n/a
1264.466	12.5	43.300000	n/a	n/a
1285.491	11.0	n/a	63.000000	n/a
1303.724	12.5	45.300000	n/a	n/a
1321.757	11.0	n/a	91.000000	n/a
1338.993	12.5	45.300000	n/a	n/a
1358.023	11.0	n/a	82.000000	n/a
1377.253	12.5	42.300000	n/a	n/a
1394.256	11.0	n/a	37.000000	n/a
1410.478	12.5	46.300000	n/a	n/a
1429.508	11.0	n/a	115.000000	n/a
1447.741	12.5	44.300000	n/a	n/a
1465.758	11.0	n/a	20.000000	n/a
1484.988	12.5	44.300000	n/a	n/a
1505.016	11.0	n/a	21.000000	n/a
1523.249	12.5	43.300000	n/a	n/a
1542.279	11.0	n/a	23.000000	n/a
1559.515	12.5	42.300000	n/a	n/a
1576.534	11.0	n/a	19.000000	n/a
1593.764	12.5	46.300000	n/a	n/a
1613.791	11.0	n/a	119.000000	n/a
