onset	duration	temperature	ratings	regulate-up/down
3282.217	12.5	46.300000	n/a	n/a
3301.247	11.0	n/a	163.000000	n/a
3319.48	12.5	46.300000	n/a	n/a
3336.483	11.0	n/a	130.000000	n/a
3354.716	12.5	46.300000	n/a	n/a
3373.747	11.0	n/a	129.000000	n/a
3392.977	12.5	44.300000	n/a	n/a
3414.002	11.0	n/a	0.000000	n/a
3431.237	12.5	42.300000	n/a	n/a
3449.254	11.0	n/a	0.000000	n/a
3467.487	12.5	45.300000	n/a	n/a
3487.498	11.0	n/a	5.000000	n/a
3506.728	12.5	42.300000	n/a	n/a
3525.742	11.0	n/a	1.000000	n/a
3542.978	12.5	44.300000	n/a	n/a
3559.981	11.0	n/a	2.000000	n/a
3576.203	12.5	43.300000	n/a	n/a
3594.236	11.0	n/a	1.000000	n/a
3614.463	12.5	43.300000	n/a	n/a
3632.48	11.0	n/a	0.000000	n/a
3650.713	12.5	45.300000	n/a	n/a
3670.724	11.0	n/a	101.000000	n/a
