onset	duration	temperature	ratings	regulate-up/down
1228.216	12.5	44.300000	n/a	n/a
1246.233	11.0	n/a	108.000000	n/a
1264.466	12.5	42.300000	n/a	n/a
1283.497	11.0	n/a	7.000000	n/a
1302.727	12.5	46.300000	n/a	n/a
1320.76	11.0	n/a	121.000000	n/a
1337.996	12.5	43.300000	n/a	n/a
1358.024	11.0	n/a	22.000000	n/a
1375.259	12.5	43.300000	n/a	n/a
1394.273	11.0	n/a	54.000000	n/a
1412.506	12.5	45.300000	n/a	n/a
1433.514	11.0	n/a	18.000000	n/a
1451.747	12.5	45.300000	n/a	n/a
1468.75	11.0	n/a	9.000000	n/a
1486.983	12.5	46.300000	n/a	n/a
1506.994	11.0	n/a	126.000000	n/a
1523.216	12.5	42.300000	n/a	n/a
1540.219	11.0	n/a	1.000000	n/a
1557.455	12.5	44.300000	n/a	n/a
1575.488	11.0	n/a	9.000000	n/a
1594.718	12.5	44.300000	n/a	n/a
1613.732	11.0	n/a	4.000000	n/a
