onset	duration	temperature	ratings	regulate-up/down
428.216	12.5	45.300000	n/a	n/a
448.227	11.0	n/a	118.000000	n/a
466.46	12.5	45.300000	n/a	n/a
483.463	11.0	n/a	112.000000	n/a
503.69	12.5	46.300000	n/a	n/a
521.707	11.0	n/a	106.000000	n/a
539.94	12.5	45.300000	n/a	n/a
558.954	11.0	n/a	30.000000	n/a
577.187	12.5	44.300000	n/a	n/a
595.22	11.0	n/a	22.000000	n/a
612.456	12.5	44.300000	n/a	n/a
630.473	11.0	n/a	12.000000	n/a
647.708	12.5	43.300000	n/a	n/a
667.72	11.0	n/a	2.000000	n/a
683.941	12.5	46.300000	n/a	n/a
704.95	11.0	n/a	105.000000	n/a
723.183	12.5	43.300000	n/a	n/a
740.202	11.0	n/a	9.000000	n/a
759.432	12.5	42.300000	n/a	n/a
778.446	11.0	n/a	0.000000	n/a
795.682	12.5	42.300000	n/a	n/a
814.696	11.0	n/a	1.000000	n/a
