onset	duration	temperature	ratings	regulate-up/down
2064.216	12.5	44.300000	n/a	n/a
2081.219	11.0	n/a	100.000000	n/a
2099.452	12.5	47.300000	n/a	n/a
2120.461	11.0	n/a	169.000000	n/a
2137.696	12.5	43.300000	n/a	n/a
2156.71	11.0	n/a	73.000000	n/a
2173.946	12.5	46.300000	n/a	n/a
2190.965	11.0	n/a	128.000000	n/a
2211.193	12.5	44.300000	n/a	n/a
2230.223	11.0	n/a	25.000000	n/a
2248.456	12.5	43.300000	n/a	n/a
2267.47	11.0	n/a	5.000000	n/a
2285.703	12.5	44.300000	n/a	n/a
2303.72	11.0	n/a	69.000000	n/a
2321.953	12.5	45.300000	n/a	n/a
2339.986	11.0	n/a	10.000000	n/a
2359.216	12.5	46.300000	n/a	n/a
2377.233	11.0	n/a	114.000000	n/a
2394.469	12.5	45.300000	n/a	n/a
2414.497	11.0	n/a	7.000000	n/a
2430.718	12.5	47.300000	n/a	n/a
2450.73	11.0	n/a	161.000000	n/a
