onset	duration	temperature	ratings	regulate-up/down
1228.217	12.5	44.300000	n/a	n/a
1247.247	11.0	n/a	90.000000	n/a
1267.475	12.5	45.300000	n/a	n/a
1287.502	11.0	n/a	98.000000	n/a
1305.735	12.5	45.300000	n/a	n/a
1323.752	11.0	n/a	96.000000	n/a
1341.985	12.5	46.300000	n/a	n/a
1360.018	11.0	n/a	110.000000	n/a
1379.248	12.5	44.300000	n/a	n/a
1398.262	11.0	n/a	50.000000	n/a
1416.495	12.5	44.300000	n/a	n/a
1436.523	11.0	n/a	70.000000	n/a
1455.753	12.5	42.300000	n/a	n/a
1473.786	11.0	n/a	50.000000	n/a
1491.021	12.5	43.300000	n/a	n/a
1508.024	11.0	n/a	50.000000	n/a
1526.257	12.5	43.300000	n/a	n/a
1543.26	11.0	n/a	5.000000	n/a
1559.482	12.5	46.300000	n/a	n/a
1578.512	11.0	n/a	115.000000	n/a
1595.748	12.5	42.300000	n/a	n/a
1616.773	11.0	n/a	2.000000	n/a
