onset	duration	temperature	ratings	regulate-up/down
428.216	12.5	45.300000	n/a	n/a
446.233	11.0	n/a	106.000000	n/a
464.465	12.5	45.300000	n/a	n/a
483.479	11.0	n/a	93.000000	n/a
502.709	12.5	42.300000	n/a	n/a
519.712	11.0	n/a	49.000000	n/a
536.948	12.5	43.300000	n/a	n/a
555.978	11.0	n/a	24.000000	n/a
574.211	12.5	45.300000	n/a	n/a
593.225	11.0	n/a	80.000000	n/a
612.455	12.5	44.300000	n/a	n/a
633.464	11.0	n/a	25.000000	n/a
650.699	12.5	43.300000	n/a	n/a
670.71	11.0	n/a	11.000000	n/a
690.938	12.5	42.300000	n/a	n/a
708.971	11.0	n/a	7.000000	n/a
727.204	12.5	46.300000	n/a	n/a
747.232	11.0	n/a	110.000000	n/a
765.464	12.5	46.300000	n/a	n/a
782.467	11.0	n/a	110.000000	n/a
798.689	12.5	44.300000	n/a	n/a
816.706	11.0	n/a	63.000000	n/a
