onset	duration	temperature	ratings	regulate-up/down
2864.216	12.5	43.300000	n/a	n/a
2884.228	11.0	n/a	89.000000	n/a
2901.463	12.5	43.300000	n/a	n/a
2920.477	11.0	n/a	50.000000	n/a
2937.713	12.5	42.300000	n/a	n/a
2954.732	11.0	n/a	10.000000	n/a
2972.965	12.5	45.300000	n/a	n/a
2991.979	11.0	n/a	95.000000	n/a
3011.209	12.5	44.300000	n/a	n/a
3028.212	11.0	n/a	70.000000	n/a
3046.445	12.5	46.300000	n/a	n/a
3064.478	11.0	n/a	110.000000	n/a
3082.711	12.5	45.300000	n/a	n/a
3100.744	11.0	n/a	80.000000	n/a
3120.971	12.5	42.300000	n/a	n/a
3141.98	11.0	n/a	5.000000	n/a
3159.215	12.5	44.300000	n/a	n/a
3179.227	11.0	n/a	85.000000	n/a
3195.448	12.5	46.300000	n/a	n/a
3214.462	11.0	n/a	110.000000	n/a
3233.692	12.5	43.300000	n/a	n/a
3251.709	11.0	n/a	20.000000	n/a
