onset	duration	temperature	ratings	regulate-up/down
3282.216	12.5	42.300000	n/a	n/a
3299.219	11.0	n/a	133.000000	n/a
3317.452	12.5	43.300000	n/a	n/a
3336.466	11.0	n/a	100.000000	n/a
3353.702	12.5	46.300000	n/a	n/a
3371.735	11.0	n/a	165.000000	n/a
3389.968	12.5	44.300000	n/a	n/a
3409.979	11.0	n/a	145.000000	n/a
3429.209	12.5	44.300000	n/a	n/a
3450.218	11.0	n/a	12.000000	n/a
3466.44	12.5	42.300000	n/a	n/a
3485.47	11.0	n/a	7.000000	n/a
3502.706	12.5	43.300000	n/a	n/a
3520.739	11.0	n/a	11.000000	n/a
3540.967	12.5	42.300000	n/a	n/a
3559.0	11.0	n/a	5.000000	n/a
3576.236	12.5	45.300000	n/a	n/a
3596.264	11.0	n/a	0.000000	n/a
3615.494	12.5	45.300000	n/a	n/a
3634.524	11.0	n/a	137.000000	n/a
3652.757	12.5	46.300000	n/a	n/a
3669.76	11.0	n/a	1.000000	n/a
