onset	duration	temperature	ratings	regulate-up/down
428.216	12.5	45.300000	n/a	n/a
449.241	11.0	n/a	116.000000	n/a
467.468	12.5	45.300000	n/a	n/a
484.471	11.0	n/a	42.000000	n/a
502.704	12.5	46.300000	n/a	n/a
521.734	11.0	n/a	134.000000	n/a
539.967	12.5	45.300000	n/a	n/a
556.97	11.0	n/a	65.000000	n/a
574.206	12.5	44.300000	n/a	n/a
594.233	11.0	n/a	23.000000	n/a
614.461	12.5	46.300000	n/a	n/a
632.494	11.0	n/a	118.000000	n/a
651.724	12.5	42.300000	n/a	n/a
670.738	11.0	n/a	41.000000	n/a
689.968	12.5	42.300000	n/a	n/a
707.985	11.0	n/a	4.000000	n/a
724.206	12.5	44.300000	n/a	n/a
742.223	11.0	n/a	14.000000	n/a
759.459	12.5	43.300000	n/a	n/a
778.489	11.0	n/a	34.000000	n/a
796.722	12.5	43.300000	n/a	n/a
816.733	11.0	n/a	10.000000	n/a
