onset	duration	temperature	ratings	regulate-up/down
3282.216	12.5	44.300000	n/a	n/a
3300.233	11.0	n/a	126.000000	n/a
3318.459	12.5	45.300000	n/a	n/a
3337.473	11.0	n/a	90.000000	n/a
3357.701	12.5	44.300000	n/a	n/a
3377.728	11.0	n/a	42.000000	n/a
3395.961	12.5	44.300000	n/a	n/a
3412.964	11.0	n/a	32.000000	n/a
3431.197	12.5	42.300000	n/a	n/a
3450.211	11.0	n/a	31.000000	n/a
3469.441	12.5	42.300000	n/a	n/a
3490.466	11.0	n/a	24.000000	n/a
3507.702	12.5	43.300000	n/a	n/a
3526.732	11.0	n/a	19.000000	n/a
3542.954	12.5	43.300000	n/a	n/a
3559.973	11.0	n/a	33.000000	n/a
3577.209	12.5	46.300000	n/a	n/a
3597.237	11.0	n/a	136.000000	n/a
3614.467	12.5	46.300000	n/a	n/a
3632.5	11.0	n/a	138.000000	n/a
3650.733	12.5	45.300000	n/a	n/a
3668.75	11.0	n/a	21.000000	n/a
