onset	duration	temperature	ratings	regulate-up/down
2864.216	12.5	43.300000	n/a	n/a
2882.249	11.0	n/a	46.000000	n/a
2900.482	12.5	43.300000	n/a	n/a
2918.499	11.0	n/a	18.000000	n/a
2935.734	12.5	42.300000	n/a	n/a
2955.746	11.0	n/a	42.000000	n/a
2973.978	12.5	45.300000	n/a	n/a
2992.992	11.0	n/a	115.000000	n/a
3011.225	12.5	43.300000	n/a	n/a
3032.233	11.0	n/a	32.000000	n/a
3048.455	12.5	44.300000	n/a	n/a
3067.469	11.0	n/a	76.000000	n/a
3086.699	12.5	46.300000	n/a	n/a
3106.71	11.0	n/a	152.000000	n/a
3124.943	12.5	42.300000	n/a	n/a
3143.957	11.0	n/a	77.000000	n/a
3164.184	12.5	46.300000	n/a	n/a
3181.187	11.0	n/a	155.000000	n/a
3200.417	12.5	44.300000	n/a	n/a
3217.42	11.0	n/a	75.000000	n/a
3234.656	12.5	45.300000	n/a	n/a
3252.689	11.0	n/a	31.000000	n/a
