onset	duration	temperature	ratings	regulate-up/down
1228.216	12.5	42.300000	n/a	n/a
1249.241	11.0	n/a	123.000000	n/a
1266.476	12.5	45.300000	n/a	n/a
1283.479	11.0	n/a	148.000000	n/a
1301.712	12.5	43.300000	n/a	n/a
1319.729	11.0	n/a	105.000000	n/a
1339.956	12.5	44.300000	n/a	n/a
1359.984	11.0	n/a	9.000000	n/a
1379.214	12.5	46.300000	n/a	n/a
1397.247	11.0	n/a	134.000000	n/a
1415.476	12.5	43.300000	n/a	n/a
1432.495	11.0	n/a	114.000000	n/a
1450.728	12.5	45.300000	n/a	n/a
1470.756	11.0	n/a	31.000000	n/a
1487.991	12.5	42.300000	n/a	n/a
1507.005	11.0	n/a	15.000000	n/a
1523.227	12.5	44.300000	n/a	n/a
1542.258	11.0	n/a	22.000000	n/a
1560.494	12.5	42.300000	n/a	n/a
1578.511	11.0	n/a	155.000000	n/a
1595.746	12.5	46.300000	n/a	n/a
1614.76	11.0	n/a	12.000000	n/a
