onset	duration	temperature	ratings	regulate-up/down
3282.216	12.5	46.300000	n/a	n/a
3301.23	11.0	n/a	140.000000	n/a
3319.463	12.5	46.300000	n/a	n/a
3337.496	11.0	n/a	122.000000	n/a
3354.732	12.5	43.300000	n/a	n/a
3373.762	11.0	n/a	47.000000	n/a
3391.995	12.5	43.300000	n/a	n/a
3411.025	11.0	n/a	83.000000	n/a
3429.258	12.5	46.300000	n/a	n/a
3447.275	11.0	n/a	125.000000	n/a
3463.496	12.5	42.300000	n/a	n/a
3483.507	11.0	n/a	30.000000	n/a
3502.737	12.5	44.300000	n/a	n/a
3520.754	11.0	n/a	98.000000	n/a
3537.99	12.5	44.300000	n/a	n/a
3555.009	11.0	n/a	101.000000	n/a
3575.236	12.5	42.300000	n/a	n/a
3596.245	11.0	n/a	11.000000	n/a
3615.475	12.5	45.300000	n/a	n/a
3635.502	11.0	n/a	103.000000	n/a
3652.738	12.5	45.300000	n/a	n/a
3669.757	11.0	n/a	103.000000	n/a
