onset	duration	temperature	ratings	regulate-up/down
2864.216	12.5	43.300000	n/a	n/a
2882.249	11.0	n/a	11.000000	n/a
2899.485	12.5	45.300000	n/a	n/a
2916.504	11.0	n/a	125.000000	n/a
2934.737	12.5	46.300000	n/a	n/a
2952.77	11.0	n/a	135.000000	n/a
2971.003	12.5	46.300000	n/a	n/a
2991.014	11.0	n/a	140.000000	n/a
3009.247	12.5	42.300000	n/a	n/a
3029.258	11.0	n/a	1.000000	n/a
3048.488	12.5	44.300000	n/a	n/a
3069.497	11.0	n/a	109.000000	n/a
3088.727	12.5	43.300000	n/a	n/a
3107.757	11.0	n/a	3.000000	n/a
3125.99	12.5	43.300000	n/a	n/a
3145.004	11.0	n/a	4.000000	n/a
3162.24	12.5	44.300000	n/a	n/a
3179.259	11.0	n/a	9.000000	n/a
3195.481	12.5	42.300000	n/a	n/a
3214.511	11.0	n/a	1.000000	n/a
3234.739	12.5	45.300000	n/a	n/a
3252.772	11.0	n/a	119.000000	n/a
