onset	duration	temperature	ratings	regulate-up/down
1228.216	12.5	42.300000	n/a	n/a
1247.246	11.0	n/a	104.000000	n/a
1264.482	12.5	43.300000	n/a	n/a
1281.501	11.0	n/a	109.000000	n/a
1299.734	12.5	44.300000	n/a	n/a
1318.748	11.0	n/a	112.000000	n/a
1337.978	12.5	45.300000	n/a	n/a
1357.989	11.0	n/a	115.000000	n/a
1377.219	12.5	42.300000	n/a	n/a
1398.228	11.0	n/a	8.000000	n/a
1415.463	12.5	46.300000	n/a	n/a
1432.466	11.0	n/a	127.000000	n/a
1449.702	12.5	44.300000	n/a	n/a
1467.735	11.0	n/a	123.000000	n/a
1485.968	12.5	42.300000	n/a	n/a
1504.998	11.0	n/a	9.000000	n/a
1523.231	12.5	45.300000	n/a	n/a
1541.248	11.0	n/a	119.000000	n/a
1557.47	12.5	43.300000	n/a	n/a
1575.503	11.0	n/a	9.000000	n/a
1595.73	12.5	46.300000	n/a	n/a
1615.741	11.0	n/a	126.000000	n/a
