onset	duration	temperature	ratings	regulate-up/down
428.216	12.5	45.300000	n/a	n/a
449.241	11.0	n/a	151.000000	n/a
465.462	12.5	44.300000	n/a	n/a
483.479	11.0	n/a	126.000000	n/a
501.712	12.5	46.300000	n/a	n/a
521.74	11.0	n/a	154.000000	n/a
540.97	12.5	45.300000	n/a	n/a
560.0	11.0	n/a	126.000000	n/a
578.233	12.5	45.300000	n/a	n/a
596.25	11.0	n/a	127.000000	n/a
613.485	12.5	42.300000	n/a	n/a
630.488	11.0	n/a	6.000000	n/a
647.724	12.5	44.300000	n/a	n/a
666.754	11.0	n/a	10.000000	n/a
686.982	12.5	42.300000	n/a	n/a
706.012	11.0	n/a	14.000000	n/a
724.245	12.5	43.300000	n/a	n/a
744.256	11.0	n/a	12.000000	n/a
762.489	12.5	43.300000	n/a	n/a
779.492	11.0	n/a	8.000000	n/a
796.727	12.5	46.300000	n/a	n/a
814.744	11.0	n/a	148.000000	n/a
