onset	duration	temperature	ratings	regulate-up/down
1646.216	12.5	43.300000	n/a	n/a
1665.23	11.0	n/a	132.000000	n/a
1684.46	12.5	43.300000	n/a	n/a
1701.463	11.0	n/a	109.000000	n/a
1721.691	12.5	47.300000	n/a	n/a
1739.724	11.0	n/a	155.000000	n/a
1756.959	12.5	44.300000	n/a	n/a
1777.968	11.0	n/a	121.000000	n/a
1795.203	12.5	43.300000	n/a	n/a
1814.217	11.0	n/a	10.000000	n/a
1832.45	12.5	46.300000	n/a	n/a
1850.467	11.0	n/a	150.000000	n/a
1866.689	12.5	45.300000	n/a	n/a
1883.708	11.0	n/a	124.000000	n/a
1901.941	12.5	47.300000	n/a	n/a
1920.971	11.0	n/a	156.000000	n/a
1940.201	12.5	46.300000	n/a	n/a
1960.213	11.0	n/a	154.000000	n/a
1978.445	12.5	44.300000	n/a	n/a
1996.462	11.0	n/a	120.000000	n/a
2013.698	12.5	45.300000	n/a	n/a
2033.726	11.0	n/a	117.000000	n/a
