onset	duration	temperature	ratings	regulate-up/down
2064.216	12.5	44.300000	n/a	n/a
2083.246	11.0	n/a	140.000000	n/a
2100.481	12.5	44.300000	n/a	n/a
2120.493	11.0	n/a	133.000000	n/a
2140.72	12.5	43.300000	n/a	n/a
2161.745	11.0	n/a	106.000000	n/a
2179.977	12.5	44.300000	n/a	n/a
2198.991	11.0	n/a	119.000000	n/a
2217.224	12.5	45.300000	n/a	n/a
2234.243	11.0	n/a	140.000000	n/a
2252.476	12.5	47.300000	n/a	n/a
2270.509	11.0	n/a	176.000000	n/a
2287.744	12.5	46.300000	n/a	n/a
2305.761	11.0	n/a	151.000000	n/a
2323.994	12.5	45.300000	n/a	n/a
2342.027	11.0	n/a	137.000000	n/a
2361.257	12.5	46.300000	n/a	n/a
2380.287	11.0	n/a	142.000000	n/a
2396.509	12.5	43.300000	n/a	n/a
2413.528	11.0	n/a	115.000000	n/a
2430.764	12.5	47.300000	n/a	n/a
2450.791	11.0	n/a	165.000000	n/a
