onset	duration	temperature	ratings	regulate-up/down
2864.216	12.5	43.300000	n/a	n/a
2882.249	11.0	n/a	1.000000	n/a
2900.482	12.5	45.300000	n/a	n/a
2919.496	11.0	n/a	5.000000	n/a
2937.729	12.5	44.300000	n/a	n/a
2956.759	11.0	n/a	9.000000	n/a
2975.989	12.5	46.300000	n/a	n/a
2992.992	11.0	n/a	50.000000	n/a
3010.228	12.5	43.300000	n/a	n/a
3027.247	11.0	n/a	0.000000	n/a
3045.48	12.5	43.300000	n/a	n/a
3066.488	11.0	n/a	3.000000	n/a
3082.71	12.5	45.300000	n/a	n/a
3102.721	11.0	n/a	7.000000	n/a
3121.951	12.5	42.300000	n/a	n/a
3140.965	11.0	n/a	1.000000	n/a
3161.193	12.5	42.300000	n/a	n/a
3179.226	11.0	n/a	1.000000	n/a
3196.461	12.5	46.300000	n/a	n/a
3216.473	11.0	n/a	109.000000	n/a
3234.705	12.5	44.300000	n/a	n/a
3252.722	11.0	n/a	1.000000	n/a
