onset	duration	temperature	ratings	regulate-up/down
1228.216	12.5	44.300000	n/a	n/a
1245.219	11.0	n/a	105.000000	n/a
1263.452	12.5	42.300000	n/a	n/a
1284.477	11.0	n/a	93.000000	n/a
1302.709	12.5	46.300000	n/a	n/a
1321.723	11.0	n/a	125.000000	n/a
1340.953	12.5	45.300000	n/a	n/a
1357.972	11.0	n/a	97.000000	n/a
1377.202	12.5	42.300000	n/a	n/a
1396.216	11.0	n/a	57.000000	n/a
1413.451	12.5	44.300000	n/a	n/a
1433.463	11.0	n/a	66.000000	n/a
1453.69	12.5	45.300000	n/a	n/a
1471.723	11.0	n/a	82.000000	n/a
1487.944	12.5	43.300000	n/a	n/a
1507.956	11.0	n/a	67.000000	n/a
1525.191	12.5	44.300000	n/a	n/a
1543.224	11.0	n/a	72.000000	n/a
1560.46	12.5	43.300000	n/a	n/a
1579.49	11.0	n/a	40.000000	n/a
1597.723	12.5	46.300000	n/a	n/a
1615.756	11.0	n/a	113.000000	n/a
