onset	duration	temperature	ratings	regulate-up/down
2864.217	12.5	43.300000	n/a	n/a
2883.247	11.0	n/a	123.000000	n/a
2900.483	12.5	45.300000	n/a	n/a
2920.511	11.0	n/a	121.000000	n/a
2939.741	12.5	45.300000	n/a	n/a
2957.774	11.0	n/a	125.000000	n/a
2976.007	12.5	46.300000	n/a	n/a
2995.037	11.0	n/a	122.000000	n/a
3011.259	12.5	44.300000	n/a	n/a
3030.273	11.0	n/a	129.000000	n/a
3049.503	12.5	43.300000	n/a	n/a
3066.506	11.0	n/a	130.000000	n/a
3086.733	12.5	43.300000	n/a	n/a
3107.742	11.0	n/a	135.000000	n/a
3124.977	12.5	42.300000	n/a	n/a
3142.994	11.0	n/a	130.000000	n/a
3161.227	12.5	44.300000	n/a	n/a
3179.26	11.0	n/a	130.000000	n/a
3197.493	12.5	42.300000	n/a	n/a
3214.512	11.0	n/a	132.000000	n/a
3231.748	12.5	46.300000	n/a	n/a
3251.776	11.0	n/a	139.000000	n/a
