onset	duration	temperature	ratings	regulate-up/down
2064.216	12.5	44.300000	n/a	n/a
2081.219	11.0	n/a	110.000000	n/a
2098.455	12.5	43.300000	n/a	n/a
2117.485	11.0	n/a	50.000000	n/a
2136.715	12.5	44.300000	n/a	n/a
2155.729	11.0	n/a	100.000000	n/a
2174.959	12.5	46.300000	n/a	n/a
2194.97	11.0	n/a	140.000000	n/a
2213.203	12.5	44.300000	n/a	n/a
2231.22	11.0	n/a	90.000000	n/a
2249.453	12.5	45.300000	n/a	n/a
2267.486	11.0	n/a	110.000000	n/a
2284.722	12.5	45.300000	n/a	n/a
2303.752	11.0	n/a	105.000000	n/a
2321.985	12.5	43.300000	n/a	n/a
2340.018	11.0	n/a	60.000000	n/a
2357.254	12.5	47.300000	n/a	n/a
2377.282	11.0	n/a	147.000000	n/a
2393.503	12.5	47.300000	n/a	n/a
2414.512	11.0	n/a	152.000000	n/a
2434.739	12.5	46.300000	n/a	n/a
2451.742	11.0	n/a	148.000000	n/a
