onset	duration	temperature	ratings	regulate-up/down
2864.216	12.5	43.300000	n/a	n/a
2881.235	11.0	n/a	165.000000	n/a
2898.471	12.5	46.300000	n/a	n/a
2917.485	11.0	n/a	194.000000	n/a
2935.718	12.5	42.300000	n/a	n/a
2954.748	11.0	n/a	112.000000	n/a
2972.981	12.5	43.300000	n/a	n/a
2993.99	11.0	n/a	136.000000	n/a
3011.225	12.5	44.300000	n/a	n/a
3031.236	11.0	n/a	70.000000	n/a
3049.469	12.5	43.300000	n/a	n/a
3067.486	11.0	n/a	30.000000	n/a
3086.716	12.5	45.300000	n/a	n/a
3106.744	11.0	n/a	121.000000	n/a
3125.974	12.5	46.300000	n/a	n/a
3144.007	11.0	n/a	182.000000	n/a
3161.243	12.5	44.300000	n/a	n/a
3179.276	11.0	n/a	123.000000	n/a
3197.509	12.5	42.300000	n/a	n/a
3214.528	11.0	n/a	130.000000	n/a
3234.755	12.5	45.300000	n/a	n/a
3253.769	11.0	n/a	109.000000	n/a
