onset	duration	temperature	ratings	regulate-up/down
1646.216	12.5	43.300000	n/a	n/a
1665.23	11.0	n/a	145.000000	n/a
1684.46	12.5	43.300000	n/a	n/a
1704.471	11.0	n/a	145.000000	n/a
1721.707	12.5	47.300000	n/a	n/a
1738.726	11.0	n/a	197.000000	n/a
1755.962	12.5	47.300000	n/a	n/a
1774.992	11.0	n/a	198.000000	n/a
1794.223	12.5	46.300000	n/a	n/a
1812.256	11.0	n/a	177.000000	n/a
1828.478	12.5	45.300000	n/a	n/a
1846.511	11.0	n/a	132.000000	n/a
1864.744	12.5	45.300000	n/a	n/a
1881.763	11.0	n/a	116.000000	n/a
1899.996	12.5	44.300000	n/a	n/a
1918.013	11.0	n/a	120.000000	n/a
1938.24	12.5	46.300000	n/a	n/a
1957.254	11.0	n/a	84.000000	n/a
1974.489	12.5	44.300000	n/a	n/a
1995.498	11.0	n/a	59.000000	n/a
2013.731	12.5	43.300000	n/a	n/a
2033.759	11.0	n/a	63.000000	n/a
