onset	duration	temperature	ratings	regulate-up/down
1228.216	12.5	44.300000	n/a	n/a
1245.219	11.0	n/a	185.000000	n/a
1263.452	12.5	45.300000	n/a	n/a
1282.482	11.0	n/a	188.000000	n/a
1301.712	12.5	46.300000	n/a	n/a
1321.724	11.0	n/a	196.000000	n/a
1338.959	12.5	42.300000	n/a	n/a
1356.976	11.0	n/a	73.000000	n/a
1375.209	12.5	42.300000	n/a	n/a
1392.228	11.0	n/a	45.000000	n/a
1412.455	12.5	46.300000	n/a	n/a
1431.469	11.0	n/a	198.000000	n/a
1447.691	12.5	44.300000	n/a	n/a
1465.708	11.0	n/a	103.000000	n/a
1482.943	12.5	44.300000	n/a	n/a
1502.955	11.0	n/a	98.000000	n/a
1521.187	12.5	43.300000	n/a	n/a
1540.201	11.0	n/a	32.000000	n/a
1557.437	12.5	43.300000	n/a	n/a
1575.47	11.0	n/a	14.000000	n/a
1593.703	12.5	45.300000	n/a	n/a
1614.711	11.0	n/a	156.000000	n/a
