onset	duration	temperature	ratings	regulate-up/down
2864.216	12.5	43.300000	n/a	n/a
2883.23	11.0	n/a	136.000000	n/a
2901.463	12.5	45.300000	n/a	n/a
2919.48	11.0	n/a	135.000000	n/a
2936.715	12.5	44.300000	n/a	n/a
2956.727	11.0	n/a	121.000000	n/a
2974.959	12.5	46.300000	n/a	n/a
2993.973	11.0	n/a	140.000000	n/a
3012.206	12.5	43.300000	n/a	n/a
3033.215	11.0	n/a	112.000000	n/a
3052.445	12.5	43.300000	n/a	n/a
3072.456	11.0	n/a	113.000000	n/a
3089.692	12.5	45.300000	n/a	n/a
3107.725	11.0	n/a	135.000000	n/a
3126.955	12.5	42.300000	n/a	n/a
3143.958	11.0	n/a	97.000000	n/a
3161.194	12.5	42.300000	n/a	n/a
3180.224	11.0	n/a	111.000000	n/a
3200.452	12.5	46.300000	n/a	n/a
3218.485	11.0	n/a	145.000000	n/a
3236.718	12.5	44.300000	n/a	n/a
3253.721	11.0	n/a	126.000000	n/a
