onset	duration	temperature	ratings	regulate-up/down
1646.217	12.5	45.300000	n/a	n/a
1666.244	11.0	n/a	140.000000	n/a
1684.477	12.5	44.300000	n/a	n/a
1702.494	11.0	n/a	125.000000	n/a
1719.73	12.5	43.300000	n/a	n/a
1739.758	11.0	n/a	120.000000	n/a
1758.988	12.5	45.300000	n/a	n/a
1776.007	11.0	n/a	125.000000	n/a
1794.24	12.5	46.300000	n/a	n/a
1813.254	11.0	n/a	140.000000	n/a
1830.49	12.5	47.300000	n/a	n/a
1847.509	11.0	n/a	142.000000	n/a
1865.742	12.5	47.300000	n/a	n/a
1884.756	11.0	n/a	146.000000	n/a
1904.983	12.5	45.300000	n/a	n/a
1923.0	11.0	n/a	135.000000	n/a
1942.23	12.5	46.300000	n/a	n/a
1961.244	11.0	n/a	136.000000	n/a
1977.466	12.5	43.300000	n/a	n/a
1995.483	11.0	n/a	115.000000	n/a
2013.716	12.5	44.300000	n/a	n/a
2034.741	11.0	n/a	115.000000	n/a
